CMPD_CHEMBLID,ID,Log_p,smiles
CHEMBL1813048,1087,4.4,CC(=O)Nc1cccc(Nc2ncnc(n2)N3CCC(CC3)OCc4ccc(OC(F)(F)F)cc4)c1C
CHEMBL336923,1088,3.12,CC(O)(C(=O)Nc1ccc(cc1)S(=O)(=O)c2ccc(F)cc2)C(F)(F)F
CHEMBL850,1089,-0.15,C[C@@H]1CN(C[C@H](C)N1)c2c(F)c(N)c3C(=O)C(=CN(C4CC4)c3c2F)C(=O)O
CHEMBL1957266,1090,3.82,Cc1sc2c(C(=N[C@@H](CC(=O)OC(C)(C)C)c3nnc(C)n23)c4ccc(Cl)cc4)c1C
CHEMBL372361,1091,1.6,CSc1ccc(OCc2ccccc2)c(c1)C(=O)Nc3ccc(cn3)C(=O)O
CHEMBL47875,1092,4.1,Oc1ccc(cc1)c2nc3ccccc3s2
CHEMBL1650737,1093,2.85,COc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)nc(N4CCOCC4)c2Cl)n[nH]1
CHEMBL1462105,1094,1.87,Clc1cccc(NNC(=O)c2cccnc2Cl)c1
CHEMBL419763,1095,4.13,Cc1ccc(NC(=O)CCC2CCCCC2)cc1NC(=O)c3ccc(O)cc3
CHEMBL149434,1096,2.1,CCc1c(C(=O)C(=O)N)c2c(OCC(=O)N)cccc2n1Cc3ccccc3
CHEMBL49236,1097,2.31,Nc1cccc2C(=O)C(=O)c3ccccc3c12
CHEMBL12952,1098,0.23,COc1ccc2cc(ccc2c1)C(C)C(=O)O
CHEMBL1939752,1099,3.02,CCOC(=O)Nc1cccc(c1)[C@H](N2CCN(Cc3cccnc3)CC2)c4ccc(cc4)C(=O)N5CCC5
CHEMBL21342,1100,1.9,C1NC(Cc2ccccc12)c3ccccc3
CHEMBL1778623,1101,0.67,CCN(CC)S(=O)(=O)c1ccc(cc1)c2cc(ccc2OCC(=O)O)C(F)(F)F
CHEMBL1004,1102,-0.2,CN(C)CCOC(C)(c1ccccc1)c2ccccn2
CHEMBL17357,1103,0.33,NCCc1ccc(O)c2nc(O)sc12
CHEMBL39058,1104,2.09,COc1ccc(C(=O)Nc2c(Cl)cncc2Cl)c3cccnc13
CHEMBL322019,1105,3.2,CN(C)CC(O)COc1ccc(Nc2nccc(n2)N(CC#C)c3cc(Cl)ccc3Cl)cc1
CHEMBL472,1106,2.23,COc1ccc(Cl)cc1C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)NC3CCCCC3
CHEMBL249927,1107,3.71,OCC(=O)N1CCC[C@@H]1COc2cccc3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23
CHEMBL1194666,1108,1.18,CCN(CC)C(C)C(=O)c1ccccc1
CHEMBL443239,1109,2.7,CCCN(CCC)C(=O)c1cccc(c1)C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc3cccc(OC)c3
CHEMBL277148,1110,2.54,Oc1cc(nc2ccccc12)c3ccccc3
CHEMBL242818,1111,2,Cc1cc(O)ccc1N2C(=O)c3ccc(O)cc3C2=O
CHEMBL419742,1112,4.2,FC(F)(F)c1cc(COCC(N2CCNCC2)c3cccc(Cl)c3)cc(c1)C(F)(F)F
CHEMBL187007,1113,4.26,COc1cc2ncnc(Nc3cc(NC(=O)c4cccc(c4)N(C)C)ccc3Cl)c2cc1OC
CHEMBL2147150,1114,3.58,C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)nc(OCC45CC6CC(CC(C6)C4)C5)nc23
CHEMBL2031466,1115,1.56,CC(C)NC(=O)c1ccc(C)c(c1)N2C=Nc3ccc(cc3C2=O)N4CCN(C)CC4
CHEMBL1080151,1116,3.27,C[C@H](Nc1nc(Nc2ncc(C)s2)c(F)c(n1)N3CCOCC3)c4ncc(F)cn4
CHEMBL1567984,1117,0.3,OC(=O)c1ccc(cc1)c2nnn(Cc3ccccc3F)n2
CHEMBL2111158,1118,-0.97,CC(C)NCC(O)COc1nccs1
CHEMBL1224286,1119,1.93,CNC(=O)c1cccc(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)c1
CHEMBL266195,1120,0.99,CC(C)NCC(O)COc1ccccc1CC=C
CHEMBL2062582,1121,2.71,CC(=O)Nc1ccc2c(c1)c(cn2CCO)c3cc(NC4CC4)n5ncc(C#N)c5n3
CHEMBL424,1122,-1.36,OC(=O)c1ccccc1O
CHEMBL1079428,1123,2.94,Cn1cnc(c2ccccc2)c1c3cc4c(N)ncnc4s3
CHEMBL782,1124,0.44,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1
CHEMBL2179275,1125,0.91,CC(C)C[C@@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3
CHEMBL385240,1126,3.6,COc1ccc(Cl)c(Nc2ncnc3cc(OC)cc(OC4CCN(C)CC4)c23)c1
CHEMBL1835912,1127,3.76,CCOC(=O)c1ccc(OCCC2CCN(CC2)c3ccc(C)nn3)nc1
CHEMBL564366,1128,1.18,Cc1ccc2nc(CCNCCCO)ccc2c1NC(=O)CC34CC5CC(CC(C5)C3)C4
CHEMBL430381,1129,3.11,OCC(CO)Nc1nc(SCc2cccc(F)c2F)nc3nc(NC4CC4)sc13
CHEMBL198758,1130,2.76,CCN(C1CCN(CCC(c2ccccc2)c3ccc(cc3)C#N)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C
CHEMBL109614,1131,2.32,C[C@@H](COCCCS(=O)(=O)CCNCCc1ccc(O)c2nc(O)sc12)c3ccccc3
CHEMBL101473,1132,2,CN(C)CC(O)COc1ccc(Nc2ncc(C)c(Nc3ccccc3)n2)cc1
CHEMBL2153188,1133,1.72,CCCSc1nc(ccc1C(=O)NC2CCCCC2)N3CCCC(C3)C(=O)O
CHEMBL351231,1134,3.51,C[C@@H]1CCCN1CCc2oc3ccc(cc3c2)c4ccc(cc4)C#N
CHEMBL517544,1135,3.5,COc1cc2ncc(C(=O)N)c(Nc3cccc(Cl)c3)c2cc1OC
CHEMBL1209736,1136,3.21,Brc1ccc(cc1)S(=O)(=O)NCC(N2CCCCCC2)c3ccccc3
CHEMBL1927707,1137,2.71,Oc1ccccc1CCC(=O)Nc2ccccc2
CHEMBL254129,1138,2.63,C[C@@H]1CN[C@@H]2[C@@H](C1)O[C@]3(CC[C@H]4[C@@H]5CC=C6C[C@@H](O)CC[C@]6(C)[C@H]5CC4=C3C)[C@@H]2C
CHEMBL315985,1139,0.79,NC(=O)N1c2ccccc2C[C@H](O)c3ccccc13
CHEMBL1529362,1140,1.8,Nc1nnc(s1)c2ccccc2
CHEMBL1289682,1141,4.23,Fc1ccc(C2CCN(CC2)C(=S)COCc3ccncc3)c(Cl)c1
CHEMBL1539,1142,-0.73,COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC
CHEMBL180368,1143,3.25,C[C@H]1CCCN1CCc2oc3ccc(cc3c2)c4ccc(cc4)C#N
CHEMBL1650723,1144,2.53,COc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Cl)n[nH]1
CHEMBL226905,1145,0.9,CC(N1NC(=O)C2=C(C1=O)C(=O)c3ccc(Cl)cc3N2)c4ccsc4
CHEMBL1323247,1146,2.28,CCN1CCN(CC1)C(=O)c2cc3cc(F)ccc3[nH]2
CHEMBL2349335,1147,4.2,CC(C)C[C@H](CO)Nc1nc(SCc2ccccc2)nc3nc(N)sc13
CHEMBL1626,1148,3.48,CN1CCC[C@@H]1CCO[C@](C)(c2ccccc2)c3ccc(Cl)cc3
CHEMBL195329,1149,1.9,O=C(N[C@H]1CN2CCC1CC2)c3ccc(s3)c4ccccc4
CHEMBL1384203,1150,3.53,CC(NCC(O)c1ccc(cc1)[N+](=O)[O-])C23CC4CC(CC(C4)C2)C3
CHEMBL2179289,1151,3.38,CC1=CN(C2CCCN(Cc3cccc(Oc4ccc(C)cc4)c3)C2)C(=O)NC1=O
CHEMBL1800657,1152,2.23,CCCN(CCNCCc1ccc(O)c2NC(=O)Sc12)C(=O)CCOCCc3ccccc3
CHEMBL259081,1153,3.01,O=C1N=C(NCc2ccccc2)SN1Cc3ccccc3
CHEMBL2207226,1154,3.37,COc1cc(OC)c(cc1NC(=O)Cc2ccnc(F)c2)S(=O)(=O)N3c4ccccc4Oc5ccccc35
CHEMBL1230165,1155,1.29,OC(=O)c1ccc2c(c1)nc(Nc3cccc(Cl)c3)c4ccncc24
CHEMBL902,1156,-0.6,NC(=N)Nc1nc(CSCCC(=N)NS(=O)(=O)N)cs1
CHEMBL1939738,1157,3.38,CN(CCO)C(=O)c1ccc(cc1)[C@@H](N2CCN(Cc3ccc(F)cc3)CC2)c4cccc(NC(=O)C5CC5)c4
CHEMBL1951918,1158,1.9,CCN(C1CCN(CC[C@H](C2CCN(CC2)S(=O)(=O)C)c3cccc(c3)C(F)(F)F)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C
CHEMBL365614,1159,1.9,CN1CCCC(COc2nccc(Nc3cc(NC(=O)c4ccnc(c4)N5CCOCC5)ccc3C)n2)C1
CHEMBL2207656,1160,3.15,O[C@H](CNC(=O)C1=CNC(=O)c2c(F)cccc12)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4
CHEMBL70824,1161,2.16,CN(C)CCCN(C)S(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc4ccccn34)cc1
CHEMBL1457701,1162,1.97,OC1=CC(=O)C2=C(O1)c3ccccc3N(Cc4ccccc4)C2=O
CHEMBL140453,1163,2.78,CC(O)(C(=O)Nc1ccc(cc1)S(=O)(=O)c2ccc(O)cc2)C(F)(F)F
CHEMBL2153180,1164,2.48,CCCSc1ncccc1C(=O)N(C)[C@H]2[C@@H]3CC4C[C@H]2C[C@@](O)(C4)C3
CHEMBL2087846,1165,2.55,Cn1cncc1c2c3C(=O)N(CC#CCO)C(=O)N(CC4CC4)c3nn2Cc5ccnc6ccc(Cl)cc56
CHEMBL2153174,1166,3.9,Fc1cccc(F)c1CS(=O)(=O)N2CCN(CC2)c3ncccc3C(F)(F)F
CHEMBL520902,1167,0.68,CS(=O)(=O)c1ccc(cc1)c2cc(C(=O)N[C@H]3CCCNC3)c(NC(=O)N)s2
CHEMBL1213071,1168,1.63,Cc1onc(C(=O)N)c1C(=O)Nc2nccs2
CHEMBL41,1169,1.92,CNCCC(Oc1ccc(cc1)C(F)(F)F)c2ccccc2
CHEMBL1079588,1170,2.97,CCn1cnc(c2ccccc2)c1c3nc4c(N)ncnc4s3
CHEMBL167151,1171,1.3,CCCc1c(O)c(ccc1OCCCCSCC(=O)O)C(=O)C
CHEMBL1084546,1172,2.63,CN(c1ncccc1CNc2nc(Nc3ccc4NC(=O)Cc4c3)ncc2C(F)(F)F)S(=O)(=O)C
CHEMBL370492,1173,3,CCc1nc2cc(O)ccc2c(Oc3ccc(\C=C\C(=O)O)cc3)c1c4ccccc4
CHEMBL1770298,1174,4.05,Cc1ccc(s1)C(NC(=O)c2ccccc2O)C(=O)Nc3c(C)cccc3C
CHEMBL1089517,1175,1.86,COCCOc1nc(N)c2NC(=O)N(Cc3cccc(CC(=O)OC)c3)c2n1
CHEMBL10,1176,3.34,C[S+]([O-])c1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4
CHEMBL1934271,1177,1.88,CCC(CC)n1nc(C)c(C(=O)N[C@@H](C)C(C)(C)C)c1NS(=O)(=O)c2ccc(C)cc2
CHEMBL1630123,1178,2.6,CN1CCN(CC(=O)Nc2ccc(C3=CC=CN4C(=O)C=C(N=C34)N5CCOCC5)c6sc7ccccc7c26)CC1
CHEMBL447183,1179,0.79,NC1=NC2(CCN(CC2)C(=O)c3ccc(nc3)C#N)Nc4c(F)ccc(F)c14
CHEMBL441093,1180,2.88,CC(=O)NC[C@H]1CN(C(=O)O1)c2ccc(N3Cc4cccnc4C3)c(F)c2
CHEMBL1682972,1181,2.2,CC[C@H](NC(=O)c1c([S+](C)[O-])c(nc2ccccc12)c3ccccc3)c4cccnc4
CHEMBL1614705,1182,1.79,OCC(=O)N1CCC(CC1)c2[nH]nc(c3ccc(Cl)cc3F)c2c4ccncn4
CHEMBL2151322,1183,2.79,CC(C)Oc1cc(n[nH]1)n2cnc3ccc(N[C@@H](CO)c4ccc(F)cn4)nc23
CHEMBL2011942,1184,2.48,NC(=O)c1cnc2[nH]c(nc2c1NCCCNC(=O)C3CCC3)c4ccc(OCCN5CCCCC5)cc4
CHEMBL252083,1185,3,CNC(=O)OC[C@@H](C)N(c1cc(Cl)ccc1CO)S(=O)(=O)c2ccc(Cl)cc2
CHEMBL453629,1186,1.96,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(C(=O)NCCN(C)C)c(F)c3)n2
CHEMBL1575541,1187,2.15,CC1(CCC(=O)N1Cc2cccs2)C(=O)NC3CCCCC3
CHEMBL1809067,1188,3.3,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CCN(CC5)C(=O)N
CHEMBL1223955,1189,1.1,NC(=O)c1cccc(c1)[S+]([O-])[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4
CHEMBL551813,1190,1.46,CN(C)c1nc(Cc2ccc(NC(=O)c3ccc(cc3)C(F)(F)F)cc2)nc(N(C)C)c1CC(=O)O
CHEMBL1916261,1191,0.46,CCC(CC)NC(=O)c1nnn(c1NS(=O)(=O)c2ccc(C)cc2)c3ccccc3
CHEMBL577458,1192,1.24,Nc1nc(SCc2ccccc2)nc3c1ncn3[C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O
CHEMBL368473,1193,0.7,CN1C(=O)N(C)c2[nH]c(nc2C1=O)c3cccnc3
CHEMBL2010846,1194,3.1,CO[C@@H]1CN(Cc2ccc(cc2)C(F)(F)F)CC[C@@H]1N(C)C(=O)Cc3ccc(cc3)n4cnnn4
CHEMBL154,1195,0.13,COc1ccc2cc(ccc2c1)[C@H](C)C(=O)O
CHEMBL288470,1196,0.78,CN(C)C1=C(C)N(C)N(C1=O)c2ccccc2
CHEMBL281066,1197,2.7,CCC(CC)CNC(=O)c1ccc2c(c1)c(Cc3ccc(cc3OC)C(=O)NS(=O)(=O)c4ccccc4C)cn2C
CHEMBL2178385,1198,0.22,NC(=O)c1cncc(c1)c2ccc(cc2)[C@@H]3CC[C@@H](CC(=O)O)CC3
CHEMBL563,1199,0.85,CC(C(=O)O)c1ccc(c(F)c1)c2ccccc2
CHEMBL1809196,1200,3.7,COc1cc(ccc1Nc2ncc(c(n2)c3cnc4ccccn34)C(F)(F)F)N5CCN(CC5)C(=O)C
CHEMBL2035025,1201,1.3,NC1(CCC1)c2ccc(cc2)c3ncc4nccn4c3c5ccccc5
CHEMBL1778373,1202,1.36,COC[C@H](C)Oc1cc(Oc2cc(F)cc(F)c2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O
CHEMBL2179279,1203,1.37,CCC(C)(C)C[C@@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3
CHEMBL139088,1204,3.2,Fc1cccc(c1)C(COCc2cc(cc(c2)C(F)(F)F)C(F)(F)F)N3CCNCC3
CHEMBL1779013,1205,3.2,COc1cc(F)ccc1c2cncc(CNC(=O)c3ccccn3)c2
CHEMBL1299619,1206,3.26,CSCc1cc(nc(n1)c2ccccc2)N3CCOCC3
CHEMBL2062575,1207,1.62,CN(C)CCCNc1cc(nc2c(cnn12)C#N)n3ccc4ccc(NC(=O)C)cc34
CHEMBL2062574,1208,2.24,CC(=O)Nc1ccc2ccn(c3cc(NCCN4CCCC4)n5ncc(C#N)c5n3)c2c1
CHEMBL2163582,1209,3.59,Clc1cccc2c3CN(CCc3[nH]c12)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N
CHEMBL8145,1210,2.46,Oc1ccc(cc1)C2=COc3cc(O)ccc3C2=O
CHEMBL65119,1211,3.8,Nc1ccc2[nH]c(Cc3ccc(Oc4ccccc4)cc3)nc2c1
CHEMBL1090089,1212,1.5,CN1C(=O)C(=Cc2cnc(NC(CCO)CCO)nc12)Oc3ccc(F)cc3F
CHEMBL111660,1213,1.1,CCc1ccc(NC(=O)c2ccc3cc(ccc3c2)C(=N)N)cc1
CHEMBL2180015,1214,3.6,CC#Cc1ccnc(c1)c2cc(ccc2O)C3(N=C(C)C(=N3)N)C4CC4
CHEMBL540930,1215,3.12,Fc1ccc(cc1)C(NC(=O)CC2CCN(Cc3ccn(c3)c4ccc(cc4)C(F)(F)F)CC2)C5=CNC(=O)C(=C5)Cl
CHEMBL66520,1216,1.84,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC=O)C(=O)C(F)(F)F
CHEMBL1809195,1217,2.9,COc1cc(ccc1Nc2ncc(C)c(n2)c3cnc4ccccn34)N5CCN(CC5)C(=O)C
CHEMBL1574146,1218,3.18,Nc1cccc2C(=O)N(Cc3cccc(Cl)c3)C(=O)c12
CHEMBL2079220,1219,1.04,NC(=O)Nc1cc(sc1C(=O)N[C@H]2CCCNC2)c3ccccc3
CHEMBL1964629,1220,2.26,Nc1nc(Cl)nc(NCc2ccccc2)n1
CHEMBL1374798,1221,-0.5,COc1cccc(COCC(O)CN2CCC(CC2)C(=O)N)c1
CHEMBL320714,1222,2.21,Oc1ccc(CCNCCCCCCOCCc2ccccc2)c3sc(O)nc13
CHEMBL1778365,1223,0.95,COC[C@H](C)Oc1cc(Oc2ccccc2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O
CHEMBL256963,1224,1.19,Clc1ccc2ncc(c3cccc(NC4CNC4)n3)n2c1
CHEMBL149324,1225,-0.21,NC(=N)Nc1ccc(cc1)C(=O)Oc2ccccc2
CHEMBL2035023,1226,0.2,NC1(CCC1)c2ccc(cc2)C3=NN4C=CC(=O)N=C4C=C3c5ccccc5
CHEMBL16073,1227,1.5,CCOc1ccc(NC(=O)C)cc1
CHEMBL492112,1228,4.03,O=C(CC12CC3CC(CC(C3)C1)C2)Nc4ccc5[nH]ncc5c4
CHEMBL1909282,1229,-0.22,OC(=O)Cc1csc(n1)c2ccc(Cl)cc2
CHEMBL519301,1230,1.2,Cc1oc(cc1)c2ccc(cc2F)S(=O)(=O)N3CCC[C@H]3C(=O)N4CC[C@@H](N)C4
CHEMBL2012204,1231,2.88,Cc1onc(c1)[C@H](O)[C@](C)(OCc2ccc(cc2)c3ccccc3)C(=O)NO
CHEMBL8232,1232,0.59,COc1cccc(Oc2cncnc2O)c1
CHEMBL2151324,1233,2.97,CC(C)Oc1cc(Nc2nc3c(cc2F)ncn3[C@@H](CO)c4ccc(F)cn4)n[nH]1
CHEMBL557697,1234,2.84,OC(=O)c1cccc(c1)c2ccc3c(C(=O)NCC45CC6CC(CC(C6)C4)C5)c(Cl)ccc3n2
CHEMBL181610,1235,2.67,Nc1nc(N)c(nc1Cl)C(=O)Nc2ccccn2
CHEMBL129198,1236,2.4,CN1CCN(CC1)C(=O)c2cc3cc(Cl)ccc3[nH]2
CHEMBL2170837,1237,4.2,CCn1c(C)c(C(=O)O)c(c2cccc(c2)N3CCN(CC3)c4ccc(NS(=O)(=O)c5ccc(N[C@H](CCN6CCC(O)CC6)CSc7ccccc7)c(c5)S(=O)(=O)C(F)(F)F)cc4)c1c8ccc(Cl)cc8
CHEMBL1631473,1238,1.21,CC1CN(C1)C(=O)c2nnc3c(cccc3c2N)c4ncccn4
CHEMBL514257,1239,3.75,OC[C@H](Nc1ncc(Cl)c(Nc2cc([nH]n2)C3CC3)n1)c4ccc(F)cc4
CHEMBL2030446,1240,2.38,C[C@H]1COCCN1c2cc(CS(=O)(=O)C)nc(n2)c3ccc4[nH]ccc4c3
CHEMBL2088093,1241,3.07,COCCCc1cc(Nc2nc(NCc3onc(C)c3)ncc2Br)n[nH]1
CHEMBL272842,1242,0.8,OCc1ccc(OC2CCN(CC3CCN(CC3)[C@@H](Cc4ccccc4)C(=O)O)CC2)cc1Cl
CHEMBL550496,1243,1.94,OC(=O)CNCCNc1ccc(Cl)c(c1)C(=O)NCC23CC4CC(CC(C4)C2)C3
CHEMBL2172003,1244,3.49,COc1cc(ccc1C2CC2)N3CCN([C@H](C)C3)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N
CHEMBL2031467,1245,1.47,CCNC(=O)c1ccc(C)c(c1)N2C=Nc3ccc(cc3C2=O)N4CCN(C)CC4
CHEMBL1489473,1246,3.62,O=C(Nc1nc(cs1)c2ccccc2)c3cccnc3
CHEMBL325486,1247,3.4,CS(=O)(=O)n1c2ccccc2c3cc(NC(=O)CCc4ccncc4)ccc13
CHEMBL2086687,1248,3,C[C@@H]1CN(CCN1c2ncc(OCc3ccncc3C#N)cn2)C(=O)OCC(F)(F)F
CHEMBL1566172,1249,2.34,Nc1nnc(Cc2ccc(Cl)cc2)s1
CHEMBL339670,1250,1.26,OC(=O)c1c(C#N)c2ccccc2n1Cc3ccc(Cl)c(Cl)c3
CHEMBL1947156,1251,2.32,O[C@@H](CNCCc1cccc(c1)c2cccc(CNCc3ccccc3)c2)c4ccc(O)c5NC(=O)Sc45
CHEMBL457888,1252,2.43,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)S(=O)(=O)CCCN4CCOCC4)n2
CHEMBL232846,1253,3.12,C[C@H](CO)Nc1nc(SCc2ccccc2F)nc3nc(N)sc13
CHEMBL2321992,1254,0.62,OCC[C@]1(CCCNC1)c2ccc(Cl)c(Cl)c2
CHEMBL183492,1255,3.6,C=CCN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)Nc4ccccc4
CHEMBL1916288,1256,0.45,C[C@H](NC(=O)c1c(C)nn(c1NS(=O)(=O)c2ccc(cc2)C#N)c3ccc(F)cc3)C(C)(C)C
CHEMBL2158841,1257,2.98,OC(=O)[C@H](Cc1ccc(F)cc1)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2
CHEMBL1270773,1258,2.5,CS(=O)(=O)c1cccc(Nc2nccc(Nc3cccc4ncoc34)n2)c1
CHEMBL2335885,1259,3.23,COCCC(=O)N(C)c1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4)cc1
CHEMBL2086670,1260,2.89,C[C@@H]1CN(CCN1c2ncc(OCc3ccc(cc3)C#N)cn2)C(=O)OC(C)(C)C
CHEMBL477785,1261,2.52,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)N4CCN(CC4)S(=O)(=O)CCN(C)C)n2
CHEMBL61236,1262,1.7,Nc1ccc2ccccc2n1
CHEMBL1455292,1263,0.8,CCCCN1Cc2c(O)n3nc(cc3nc2C1=O)c4occc4
CHEMBL2207665,1264,2.76,CN1C=C(C(=O)NC[C@@H](O)CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3)C(=CC1=O)C(F)(F)F
CHEMBL1645108,1265,3.1,Nc1nc2ccc(cc2s1)c3cccc(O)c3
CHEMBL2087848,1266,3.61,CC#CCN1C(=O)N(CC2CC2)c3nn(Cc4ccnc5ccc(Cl)cc45)c(c3C1=O)c6cncn6C
CHEMBL2172000,1267,2.7,C[C@@H]1CN(CCN1C(=O)[C@@H]2CCCC[C@H]2C(=O)NC3(CC3)C#N)c4ccc5c(C)nn(C)c5c4
CHEMBL1957460,1268,2,Cc1nccc(c1Cl)c2ccc(cc2)c3nc4ccncc4c(O)c3C#N
CHEMBL98350,1269,2.9,O=C1C=C(Oc2c1cccc2c3ccccc3)N4CCOCC4
CHEMBL1916543,1270,0.2,COc1ncc2C=CC(=O)N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2n1
CHEMBL301928,1271,2,COc1cc(ccc1Cc2cn(C)c3ccc(NC(=O)CC4CCCC4)cc23)C(=O)O
CHEMBL1917447,1272,-0.16,Cc1c(c2cc(F)ccc2n1CC(=O)O)S(=O)(=O)c3ccc(Cl)cc3
CHEMBL256348,1273,2.7,NS(=O)(=O)c1ccc(Nc2nccc(Nc3c(Cl)ccc4OCOc34)n2)cc1
CHEMBL2179282,1274,1.97,CCC(C)(CC)C[C@@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Br)c4)c3
CHEMBL480208,1275,2.46,CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)N3CCN(CC3)c4ccc(cn4)C#N)C(=O)C2
CHEMBL1054,1276,0.37,NS(=O)(=O)c1cc2c(NC(NS2(=O)=O)C(Cl)Cl)cc1Cl
CHEMBL1904754,1277,0.99,Cc1nc2ncnn2c(O)c1CCOC(=O)c3ccccc3F
CHEMBL2208422,1278,3.42,O[C@H](CNS(=O)(=O)c1cccc(c1)C#N)CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3
CHEMBL1727809,1279,3.8,O=C(NCCCCc1ccccc1)c2ccccc2
CHEMBL153370,1280,0.08,CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)NCC#N
CHEMBL366975,1281,0.9,NC(=O)C1CCCCC1
CHEMBL407391,1282,0.95,CN(C)c1ncnc2nc[nH]c12
CHEMBL584991,1283,2.7,Nc1nonc1\C(=N\O)\Nc2ccc(F)c(Cl)c2
CHEMBL1422545,1284,0.87,COc1ccc(cc1)S(=O)(=O)Nc2ccccn2
CHEMBL1427554,1285,2.59,Cc1ccc(cc1)c2csc3ncnc(O)c23
CHEMBL1957361,1286,3,CCOc1ccccc1c2ccc(cc2)c3nc4ccncc4c(O)c3C#N
CHEMBL2089383,1287,1.68,COc1ccc(NC(=O)C=C)cc1
CHEMBL2331751,1288,2.3,CC1=CN([C@H]2CCCN(C2)S(=O)(=O)c3ccc(O)c(Oc4cccc(Br)c4)c3)C(=O)NC1=O
CHEMBL2207671,1289,2.63,CS(=O)(=O)c1ccc2C(=CNC(=O)c2c1)C(=O)NC[C@@H](O)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4
CHEMBL2068760,1290,0.44,CN1CCC[C@H]1c2ccccn2
CHEMBL187392,1291,3.4,Oc1ccc(cc1)c2oc3ccc(O)cc3n2
CHEMBL2216870,1292,2.72,CC[C@H](Nc1ncnc2[nH]cnc12)C3=Nc4cccc(F)c4C(=O)N3c5ccccc5
CHEMBL558752,1293,3.45,Cn1c(Nc2ccc(cc2)C(F)(F)F)nc3cc(Oc4ccnc(c4)c5ncc([nH]5)C(F)(F)F)ccc13
CHEMBL47633,1294,2.2,Nc1nc(ns1)c2ccccc2
CHEMBL2218940,1295,3.4,N\C(=C(/C#N)\c1ccccc1C(F)(F)F)\Sc2ccc(N)cc2
CHEMBL93,1296,2.05,CC(N(O)C(=O)N)c1cc2ccccc2s1
CHEMBL1490317,1297,1.52,Cc1onc(NC(=O)CSc2nc(C)cc(C)n2)c1
CHEMBL128782,1298,3,COc1c(cc2ccccc2c1C(=O)N(C)C[C@@H](CCN3CCC(CC3)N4CCCNC4=O)c5ccc(Cl)c(Cl)c5)C#N
CHEMBL515605,1299,1.44,CNC1=Nc2ncccc2C(=NC1c3ccns3)c4occc4
CHEMBL1752,1300,-1.25,CN1C(=O)N(C)c2ncn(CC(O)CO)c2C1=O
CHEMBL239640,1301,2.03,CN1C(=O)CC(C)(CCc2cccc(c2)c3ccccc3)N=C1N
CHEMBL130873,1302,2.51,COc1cc(ccc1Cc2cn(C)c3ccc(cc23)C(=O)NCCc4ccccc4)C(=O)NS(=O)(=O)c5ccccc5C
CHEMBL306380,1303,4.1,Cc1ccc(cc1)c2nn(c3ncnc(N)c23)C(C)(C)C
CHEMBL218677,1304,3.1,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC4CCN(CC(=O)N)CC4
